# Mie Scattering                # Version 2-3-5 (04:24:01 12/17/16)
# Oregon Medical Laser Center   # http://omlc.org
# by Scott Prahl                # scott.prahl@oit.edu
#
# radius     	  0.05000	 [microns]     (sphere radius)
# n_medium   	  1.00000	 [---]         (refractive index of medium)
# n_real     	  1.92100	 [---]         (refractive index of sphere)
# n_imag     	 -0.34800	 [---]         (absorption of sphere)
# lambda_vac 	  2.06000	 [microns]     (wavelength in vacuum)
# density    	  0.10000	 [#/micron^3]  (spheres per cubic micron)
#
# lambda     	  2.06000	 [microns]     (wavelength in medium)
# X          	  0.15250	 [---]         (size parameter)
# g          	0.0055733	 [---]         (average cosine of phase function)
# Qsca       	0.00037193	 [---]         (scattering efficiency)
# Qext       	 0.076717	 [---]         (extinction efficiency)
# Qback      	0.00055075	 [---]         (backscattering efficiency)
# Csca       	2.9211e-06	 [micron^2]    (scattering cross section)
# Cext       	0.00060254	 [micron^2]    (extinction cross section)
# Cback      	4.3256e-06	 [micron^2]    (backscattering cross section)
# mu_s       	0.00029211	 [1/mm]        (scattering coefficient)
# mu_s'      	0.00029048	 [1/mm]        (reduced scattering coefficient)
# mu_t       	 0.060254	 [1/mm]        (total attenuation coefficient)
#
#   The second column is normalized so that the integral of it over 
#   4*pi steradians will be unity.  The average of the 3rd & 4th
#   columns is the second.  The next three columns are normalized
#   to the value at 0 degrees. 
#
#       natural      = (|S1|^2+|S2|^2)/(pi X^2 Qsca)
#       perpen       = |S1|^2/(pi X^2 Qsca)
#       parallel     = |S2|^2/(pi X^2 Qsca)
#       polarization = (|S1|^2-|S2|^2)/(|S1|^2+|S2|^2)
#       S33          =  Real(S2 * S1^*)
#       S34          = -Imag(S2 * S1^*)
#
##theta	 natural 	 perpen 	 parallel	 natural 	 perpen 	 parallel	 polarization 	   S33   	   S34
-122.400	 0.07619	 0.11854	 0.03384	 0.63018	 0.98050	 0.27986	 0.55591	-0.83124	 0.00121
-118.800	 0.07298	 0.11863	 0.02734	 0.60365	 0.98118	 0.22612	 0.62541	-0.78029	 0.00136
-115.200	 0.07003	 0.11871	 0.02134	 0.57919	 0.98189	 0.17650	 0.69527	-0.71875	 0.00151
-111.600	 0.06737	 0.11880	 0.01593	 0.55720	 0.98261	 0.13178	 0.76349	-0.64582	 0.00166
-108.000	 0.06505	 0.11889	 0.01121	 0.53803	 0.98336	 0.09269	 0.82772	-0.56114	 0.00180
-104.400	 0.06311	 0.11898	 0.00724	 0.52199	 0.98412	 0.05986	 0.88533	-0.46496	 0.00192
-100.800	 0.06158	 0.11908	 0.00409	 0.50935	 0.98490	 0.03380	 0.93364	-0.35821	 0.00203
-97.200	 0.06049	 0.11917	 0.00181	 0.50032	 0.98568	 0.01495	 0.97011	-0.24264	 0.00211
-93.600	 0.05985	 0.11927	 0.00044	 0.49505	 0.98647	 0.00362	 0.99268	-0.12074	 0.00216
-90.000	 0.05968	 0.11936	 0.00000	 0.49364	 0.98727	 0.00001	 0.99999	 0.00441	 0.00217
-86.400	 0.05998	 0.11946	 0.00050	 0.49612	 0.98806	 0.00417	 0.99159	 0.12943	 0.00215
-82.800	 0.06075	 0.11955	 0.00194	 0.50247	 0.98886	 0.01608	 0.96800	 0.25093	 0.00210
-79.200	 0.06197	 0.11965	 0.00430	 0.51259	 0.98964	 0.03554	 0.93066	 0.36588	 0.00202
-75.600	 0.06364	 0.11974	 0.00753	 0.52635	 0.99042	 0.06228	 0.88168	 0.47184	 0.00191
-72.000	 0.06571	 0.11984	 0.01159	 0.54353	 0.99119	 0.09588	 0.82361	 0.56716	 0.00179
-68.400	 0.06817	 0.11993	 0.01642	 0.56388	 0.99194	 0.13582	 0.75914	 0.65093	 0.00165
-64.800	 0.07098	 0.12002	 0.02194	 0.58708	 0.99267	 0.18149	 0.69086	 0.72298	 0.00150
-61.200	 0.07409	 0.12010	 0.02807	 0.61278	 0.99339	 0.23217	 0.62111	 0.78372	 0.00135
-57.600	 0.07745	 0.12019	 0.03471	 0.64058	 0.99407	 0.28708	 0.55184	 0.83395	 0.00120
-54.000	 0.08101	 0.12027	 0.04175	 0.67005	 0.99474	 0.34536	 0.48457	 0.87475	 0.00105
-50.400	 0.08472	 0.12034	 0.04910	 0.70073	 0.99537	 0.40609	 0.42048	 0.90730	 0.00091
-46.800	 0.08852	 0.12041	 0.05662	 0.73214	 0.99597	 0.46831	 0.36035	 0.93282	 0.00078
-43.200	 0.09234	 0.12048	 0.06421	 0.76380	 0.99654	 0.53105	 0.30472	 0.95244	 0.00066
-39.600	 0.09614	 0.12055	 0.07173	 0.79519	 0.99707	 0.59332	 0.25386	 0.96724	 0.00055
-36.000	 0.09985	 0.12061	 0.07909	 0.82585	 0.99756	 0.65414	 0.20792	 0.97815	 0.00045
-32.400	 0.10340	 0.12066	 0.08615	 0.85527	 0.99801	 0.71254	 0.16689	 0.98598	 0.00036
-28.800	 0.10676	 0.12071	 0.09280	 0.88300	 0.99842	 0.76759	 0.13070	 0.99142	 0.00028
-25.200	 0.10985	 0.12075	 0.09895	 0.90861	 0.99878	 0.81844	 0.09924	 0.99506	 0.00022
-21.600	 0.11264	 0.12079	 0.10449	 0.93168	 0.99910	 0.86426	 0.07236	 0.99738	 0.00016
-18.000	 0.11508	 0.12083	 0.10934	 0.95186	 0.99937	 0.90434	 0.04992	 0.99875	 0.00011
-14.400	 0.11713	 0.12085	 0.11341	 0.96882	 0.99960	 0.93804	 0.03177	 0.99950	 0.00007
-10.800	 0.11876	 0.12087	 0.11665	 0.98230	 0.99977	 0.96482	 0.01779	 0.99984	 0.00004
-7.200	 0.11994	 0.12089	 0.11900	 0.99208	 0.99990	 0.98426	 0.00788	 0.99997	 0.00002
-3.600	 0.12066	 0.12090	 0.12042	 0.99801	 0.99997	 0.99605	 0.00197	 1.00000	 0.00000
 0.000	 0.12090	 0.12090	 0.12090	 1.00000	 1.00000	 1.00000	 0.00000	 1.00000	-0.00000
 3.600	 0.12066	 0.12090	 0.12042	 0.99801	 0.99997	 0.99605	 0.00197	 1.00000	 0.00000
 7.200	 0.11994	 0.12089	 0.11900	 0.99208	 0.99990	 0.98426	 0.00788	 0.99997	 0.00002
10.800	 0.11876	 0.12087	 0.11665	 0.98230	 0.99977	 0.96482	 0.01779	 0.99984	 0.00004
14.400	 0.11713	 0.12085	 0.11341	 0.96882	 0.99960	 0.93804	 0.03177	 0.99950	 0.00007
18.000	 0.11508	 0.12083	 0.10934	 0.95186	 0.99937	 0.90434	 0.04992	 0.99875	 0.00011
21.600	 0.11264	 0.12079	 0.10449	 0.93168	 0.99910	 0.86426	 0.07236	 0.99738	 0.00016
25.200	 0.10985	 0.12075	 0.09895	 0.90861	 0.99878	 0.81844	 0.09924	 0.99506	 0.00022
28.800	 0.10676	 0.12071	 0.09280	 0.88300	 0.99842	 0.76759	 0.13070	 0.99142	 0.00028
32.400	 0.10340	 0.12066	 0.08615	 0.85527	 0.99801	 0.71254	 0.16689	 0.98598	 0.00036
36.000	 0.09985	 0.12061	 0.07909	 0.82585	 0.99756	 0.65414	 0.20792	 0.97815	 0.00045
39.600	 0.09614	 0.12055	 0.07173	 0.79519	 0.99707	 0.59332	 0.25386	 0.96724	 0.00055
43.200	 0.09234	 0.12048	 0.06421	 0.76380	 0.99654	 0.53105	 0.30472	 0.95244	 0.00066
46.800	 0.08852	 0.12041	 0.05662	 0.73214	 0.99597	 0.46831	 0.36035	 0.93282	 0.00078
50.400	 0.08472	 0.12034	 0.04910	 0.70073	 0.99537	 0.40609	 0.42048	 0.90730	 0.00091
54.000	 0.08101	 0.12027	 0.04175	 0.67005	 0.99474	 0.34536	 0.48457	 0.87475	 0.00105
57.600	 0.07745	 0.12019	 0.03471	 0.64058	 0.99407	 0.28708	 0.55184	 0.83395	 0.00120
61.200	 0.07409	 0.12010	 0.02807	 0.61278	 0.99339	 0.23217	 0.62111	 0.78372	 0.00135
64.800	 0.07098	 0.12002	 0.02194	 0.58708	 0.99267	 0.18149	 0.69086	 0.72298	 0.00150
68.400	 0.06817	 0.11993	 0.01642	 0.56388	 0.99194	 0.13582	 0.75914	 0.65093	 0.00165
72.000	 0.06571	 0.11984	 0.01159	 0.54353	 0.99119	 0.09588	 0.82361	 0.56716	 0.00179
75.600	 0.06364	 0.11974	 0.00753	 0.52635	 0.99042	 0.06228	 0.88168	 0.47184	 0.00191
79.200	 0.06197	 0.11965	 0.00430	 0.51259	 0.98964	 0.03554	 0.93066	 0.36588	 0.00202
82.800	 0.06075	 0.11955	 0.00194	 0.50247	 0.98886	 0.01608	 0.96800	 0.25093	 0.00210
86.400	 0.05998	 0.11946	 0.00050	 0.49612	 0.98806	 0.00417	 0.99159	 0.12943	 0.00215
90.000	 0.05968	 0.11936	 0.00000	 0.49364	 0.98727	 0.00001	 0.99999	 0.00441	 0.00217
93.600	 0.05985	 0.11927	 0.00044	 0.49505	 0.98647	 0.00362	 0.99268	-0.12074	 0.00216
97.200	 0.06049	 0.11917	 0.00181	 0.50032	 0.98568	 0.01495	 0.97011	-0.24264	 0.00211
100.800	 0.06158	 0.11908	 0.00409	 0.50935	 0.98490	 0.03380	 0.93364	-0.35821	 0.00203
104.400	 0.06311	 0.11898	 0.00724	 0.52199	 0.98412	 0.05986	 0.88533	-0.46496	 0.00192
108.000	 0.06505	 0.11889	 0.01121	 0.53803	 0.98336	 0.09269	 0.82772	-0.56114	 0.00180
111.600	 0.06737	 0.11880	 0.01593	 0.55720	 0.98261	 0.13178	 0.76349	-0.64582	 0.00166
115.200	 0.07003	 0.11871	 0.02134	 0.57919	 0.98189	 0.17650	 0.69527	-0.71875	 0.00151
118.800	 0.07298	 0.11863	 0.02734	 0.60365	 0.98118	 0.22612	 0.62541	-0.78029	 0.00136
122.400	 0.07619	 0.11854	 0.03384	 0.63018	 0.98050	 0.27986	 0.55591	-0.83124	 0.00121
126.000	 0.07960	 0.11846	 0.04073	 0.65835	 0.97984	 0.33686	 0.48832	-0.87266	 0.00106
129.600	 0.08315	 0.11839	 0.04790	 0.68772	 0.97922	 0.39623	 0.42385	-0.90573	 0.00092
133.200	 0.08679	 0.11832	 0.05525	 0.71782	 0.97863	 0.45702	 0.36333	-0.93166	 0.00079
136.800	 0.09045	 0.11825	 0.06266	 0.74817	 0.97807	 0.51826	 0.30729	-0.95162	 0.00067
140.400	 0.09409	 0.11819	 0.07000	 0.77828	 0.97755	 0.57901	 0.25604	-0.96667	 0.00056
144.000	 0.09765	 0.11813	 0.07717	 0.80767	 0.97706	 0.63829	 0.20972	-0.97776	 0.00046
147.600	 0.10106	 0.11807	 0.08405	 0.83590	 0.97662	 0.69517	 0.16835	-0.98573	 0.00037
151.200	 0.10428	 0.11803	 0.09053	 0.86249	 0.97622	 0.74877	 0.13185	-0.99127	 0.00029
154.800	 0.10725	 0.11798	 0.09651	 0.88705	 0.97586	 0.79824	 0.10012	-0.99498	 0.00022
158.400	 0.10992	 0.11795	 0.10190	 0.90917	 0.97555	 0.84280	 0.07300	-0.99733	 0.00016
162.000	 0.11226	 0.11791	 0.10661	 0.92852	 0.97528	 0.88176	 0.05036	-0.99873	 0.00011
165.600	 0.11423	 0.11789	 0.11056	 0.94478	 0.97506	 0.91450	 0.03205	-0.99949	 0.00007
169.200	 0.11579	 0.11787	 0.11371	 0.95770	 0.97489	 0.94051	 0.01795	-0.99984	 0.00004
172.800	 0.11692	 0.11785	 0.11599	 0.96707	 0.97476	 0.95938	 0.00795	-0.99997	 0.00002
176.400	 0.11761	 0.11784	 0.11738	 0.97276	 0.97469	 0.97083	 0.00198	-1.00000	 0.00000
180.000	 0.11784	 0.11784	 0.11784	 0.97467	 0.97467	 0.97467	 0.00000	-1.00000	-0.00000

