# Mie Scattering                # Version 2-3-5 (04:24:01 12/17/16)
# Oregon Medical Laser Center   # http://omlc.org
# by Scott Prahl                # scott.prahl@oit.edu
#
# radius     	  0.12500	 [microns]     (sphere radius)
# n_medium   	  1.00000	 [---]         (refractive index of medium)
# n_real     	  1.58000	 [---]         (refractive index of sphere)
# n_imag     	  0.00000	 [---]         (absorption of sphere)
# lambda_vac 	  1.61000	 [microns]     (wavelength in vacuum)
# density    	  1.00000	 [#/micron^3]  (spheres per cubic micron)
#
# lambda     	  1.61000	 [microns]     (wavelength in medium)
# X          	  0.48782	 [---]         (size parameter)
# g          	  0.04827	 [---]         (average cosine of phase function)
# Qsca       	 0.017139	 [---]         (scattering efficiency)
# Qext       	 0.017139	 [---]         (extinction efficiency)
# Qback      	 0.022855	 [---]         (backscattering efficiency)
# Csca       	0.00084129	 [micron^2]    (scattering cross section)
# Cext       	0.00084129	 [micron^2]    (extinction cross section)
# Cback      	0.0011219	 [micron^2]    (backscattering cross section)
# mu_s       	  0.84129	 [1/mm]        (scattering coefficient)
# mu_s'      	  0.80068	 [1/mm]        (reduced scattering coefficient)
# mu_t       	  0.84129	 [1/mm]        (total attenuation coefficient)
#
#   The second column is normalized so that the integral of it over 
#   4*pi steradians will be unity.  The average of the 3rd & 4th
#   columns is the second.  The next three columns are normalized
#   to the value at 0 degrees. 
#
#       natural      = (|S1|^2+|S2|^2)/(pi X^2 Qsca)
#       perpen       = |S1|^2/(pi X^2 Qsca)
#       parallel     = |S2|^2/(pi X^2 Qsca)
#       polarization = (|S1|^2-|S2|^2)/(|S1|^2+|S2|^2)
#       S33          =  Real(S2 * S1^*)
#       S34          = -Imag(S2 * S1^*)
#
##theta	 natural 	 perpen 	 parallel	 natural 	 perpen 	 parallel	 polarization 	   S33   	   S34
-108.000	 0.06252	 0.11494	 0.01010	 0.46903	 0.86229	 0.07577	 0.83844	-0.54499	-0.00057
-104.400	 0.06108	 0.11574	 0.00643	 0.45825	 0.86827	 0.04823	 0.89476	-0.44654	-0.00061
-100.800	 0.06004	 0.11656	 0.00353	 0.45043	 0.87439	 0.02648	 0.94121	-0.33781	-0.00064
-97.200	 0.05943	 0.11739	 0.00147	 0.44581	 0.88062	 0.01099	 0.97534	-0.22071	-0.00066
-93.600	 0.05926	 0.11823	 0.00028	 0.44453	 0.88693	 0.00213	 0.99520	-0.09788	-0.00067
-90.000	 0.05955	 0.11908	 0.00002	 0.44674	 0.89330	 0.00017	 0.99962	 0.02751	-0.00067
-86.400	 0.06032	 0.11993	 0.00070	 0.45249	 0.89972	 0.00526	 0.98837	 0.15204	-0.00066
-82.800	 0.06156	 0.12079	 0.00233	 0.46180	 0.90614	 0.01746	 0.96219	 0.27239	-0.00064
-79.200	 0.06327	 0.12164	 0.00489	 0.47463	 0.91255	 0.03671	 0.92265	 0.38563	-0.00061
-75.600	 0.06543	 0.12249	 0.00838	 0.49088	 0.91892	 0.06283	 0.87200	 0.48951	-0.00057
-72.000	 0.06803	 0.12333	 0.01273	 0.51038	 0.92523	 0.09553	 0.81282	 0.58252	-0.00053
-68.400	 0.07104	 0.12416	 0.01792	 0.53292	 0.93144	 0.13441	 0.74779	 0.66393	-0.00049
-64.800	 0.07441	 0.12497	 0.02385	 0.55824	 0.93753	 0.17894	 0.67945	 0.73372	-0.00044
-61.200	 0.07811	 0.12577	 0.03046	 0.58600	 0.94348	 0.22852	 0.61003	 0.79238	-0.00039
-57.600	 0.08209	 0.12654	 0.03765	 0.61584	 0.94925	 0.28243	 0.54140	 0.84077	-0.00035
-54.000	 0.08629	 0.12728	 0.04530	 0.64734	 0.95482	 0.33987	 0.47498	 0.87999	-0.00031
-50.400	 0.09065	 0.12799	 0.05332	 0.68007	 0.96017	 0.39997	 0.41187	 0.91124	-0.00026
-46.800	 0.09512	 0.12867	 0.06156	 0.71355	 0.96527	 0.46182	 0.35278	 0.93571	-0.00023
-43.200	 0.09961	 0.12932	 0.06991	 0.74727	 0.97010	 0.52444	 0.29819	 0.95451	-0.00019
-39.600	 0.10407	 0.12992	 0.07823	 0.78074	 0.97464	 0.58684	 0.24835	 0.96867	-0.00016
-36.000	 0.10843	 0.13048	 0.08638	 0.81344	 0.97886	 0.64802	 0.20336	 0.97910	-0.00013
-32.400	 0.11262	 0.13100	 0.09424	 0.84485	 0.98274	 0.70697	 0.16320	 0.98659	-0.00010
-28.800	 0.11657	 0.13147	 0.10167	 0.87450	 0.98626	 0.76273	 0.12780	 0.99180	-0.00008
-25.200	 0.12022	 0.13189	 0.10856	 0.90190	 0.98942	 0.81439	 0.09703	 0.99528	-0.00006
-21.600	 0.12352	 0.13226	 0.11478	 0.92662	 0.99218	 0.86106	 0.07075	 0.99749	-0.00004
-18.000	 0.12640	 0.13257	 0.12024	 0.94826	 0.99455	 0.90198	 0.04881	 0.99881	-0.00003
-14.400	 0.12883	 0.13283	 0.12483	 0.96648	 0.99650	 0.93646	 0.03106	 0.99952	-0.00002
-10.800	 0.13076	 0.13304	 0.12849	 0.98096	 0.99802	 0.96390	 0.01739	 0.99985	-0.00001
-7.200	 0.13216	 0.13318	 0.13115	 0.99148	 0.99912	 0.98384	 0.00771	 0.99997	-0.00000
-3.600	 0.13302	 0.13327	 0.13276	 0.99786	 0.99978	 0.99594	 0.00192	 1.00000	-0.00000
 0.000	 0.13330	 0.13330	 0.13330	 1.00000	 1.00000	 1.00000	 0.00000	 1.00000	-0.00000
 3.600	 0.13302	 0.13327	 0.13276	 0.99786	 0.99978	 0.99594	 0.00192	 1.00000	-0.00000
 7.200	 0.13216	 0.13318	 0.13115	 0.99148	 0.99912	 0.98384	 0.00771	 0.99997	-0.00000
10.800	 0.13076	 0.13304	 0.12849	 0.98096	 0.99802	 0.96390	 0.01739	 0.99985	-0.00001
14.400	 0.12883	 0.13283	 0.12483	 0.96648	 0.99650	 0.93646	 0.03106	 0.99952	-0.00002
18.000	 0.12640	 0.13257	 0.12024	 0.94826	 0.99455	 0.90198	 0.04881	 0.99881	-0.00003
21.600	 0.12352	 0.13226	 0.11478	 0.92662	 0.99218	 0.86106	 0.07075	 0.99749	-0.00004
25.200	 0.12022	 0.13189	 0.10856	 0.90190	 0.98942	 0.81439	 0.09703	 0.99528	-0.00006
28.800	 0.11657	 0.13147	 0.10167	 0.87450	 0.98626	 0.76273	 0.12780	 0.99180	-0.00008
32.400	 0.11262	 0.13100	 0.09424	 0.84485	 0.98274	 0.70697	 0.16320	 0.98659	-0.00010
36.000	 0.10843	 0.13048	 0.08638	 0.81344	 0.97886	 0.64802	 0.20336	 0.97910	-0.00013
39.600	 0.10407	 0.12992	 0.07823	 0.78074	 0.97464	 0.58684	 0.24835	 0.96867	-0.00016
43.200	 0.09961	 0.12932	 0.06991	 0.74727	 0.97010	 0.52444	 0.29819	 0.95451	-0.00019
46.800	 0.09512	 0.12867	 0.06156	 0.71355	 0.96527	 0.46182	 0.35278	 0.93571	-0.00023
50.400	 0.09065	 0.12799	 0.05332	 0.68007	 0.96017	 0.39997	 0.41187	 0.91124	-0.00026
54.000	 0.08629	 0.12728	 0.04530	 0.64734	 0.95482	 0.33987	 0.47498	 0.87999	-0.00031
57.600	 0.08209	 0.12654	 0.03765	 0.61584	 0.94925	 0.28243	 0.54140	 0.84077	-0.00035
61.200	 0.07811	 0.12577	 0.03046	 0.58600	 0.94348	 0.22852	 0.61003	 0.79238	-0.00039
64.800	 0.07441	 0.12497	 0.02385	 0.55824	 0.93753	 0.17894	 0.67945	 0.73372	-0.00044
68.400	 0.07104	 0.12416	 0.01792	 0.53292	 0.93144	 0.13441	 0.74779	 0.66393	-0.00049
72.000	 0.06803	 0.12333	 0.01273	 0.51038	 0.92523	 0.09553	 0.81282	 0.58252	-0.00053
75.600	 0.06543	 0.12249	 0.00838	 0.49088	 0.91892	 0.06283	 0.87200	 0.48951	-0.00057
79.200	 0.06327	 0.12164	 0.00489	 0.47463	 0.91255	 0.03671	 0.92265	 0.38563	-0.00061
82.800	 0.06156	 0.12079	 0.00233	 0.46180	 0.90614	 0.01746	 0.96219	 0.27239	-0.00064
86.400	 0.06032	 0.11993	 0.00070	 0.45249	 0.89972	 0.00526	 0.98837	 0.15204	-0.00066
90.000	 0.05955	 0.11908	 0.00002	 0.44674	 0.89330	 0.00017	 0.99962	 0.02751	-0.00067
93.600	 0.05926	 0.11823	 0.00028	 0.44453	 0.88693	 0.00213	 0.99520	-0.09788	-0.00067
97.200	 0.05943	 0.11739	 0.00147	 0.44581	 0.88062	 0.01099	 0.97534	-0.22071	-0.00066
100.800	 0.06004	 0.11656	 0.00353	 0.45043	 0.87439	 0.02648	 0.94121	-0.33781	-0.00064
104.400	 0.06108	 0.11574	 0.00643	 0.45825	 0.86827	 0.04823	 0.89476	-0.44654	-0.00061
108.000	 0.06252	 0.11494	 0.01010	 0.46903	 0.86229	 0.07577	 0.83844	-0.54499	-0.00057
111.600	 0.06432	 0.11417	 0.01448	 0.48252	 0.85646	 0.10859	 0.77495	-0.63202	-0.00053
115.200	 0.06644	 0.11341	 0.01947	 0.49843	 0.85080	 0.14607	 0.70694	-0.70727	-0.00048
118.800	 0.06884	 0.11268	 0.02500	 0.51644	 0.84534	 0.18754	 0.63686	-0.77098	-0.00044
122.400	 0.07147	 0.11198	 0.03096	 0.53619	 0.84009	 0.23229	 0.56678	-0.82387	-0.00039
126.000	 0.07429	 0.11131	 0.03727	 0.55731	 0.83507	 0.27956	 0.49838	-0.86696	-0.00035
129.600	 0.07724	 0.11068	 0.04380	 0.57943	 0.83029	 0.32858	 0.43294	-0.90142	-0.00030
133.200	 0.08027	 0.11008	 0.05046	 0.60217	 0.82578	 0.37855	 0.37135	-0.92849	-0.00026
136.800	 0.08333	 0.10951	 0.05714	 0.62512	 0.82155	 0.42868	 0.31423	-0.94935	-0.00022
140.400	 0.08637	 0.10899	 0.06374	 0.64790	 0.81761	 0.47820	 0.26193	-0.96509	-0.00018
144.000	 0.08933	 0.10850	 0.07016	 0.67015	 0.81396	 0.52633	 0.21461	-0.97670	-0.00015
147.600	 0.09218	 0.10806	 0.07629	 0.69149	 0.81064	 0.57234	 0.17231	-0.98504	-0.00012
151.200	 0.09486	 0.10766	 0.08205	 0.71159	 0.80763	 0.61554	 0.13497	-0.99085	-0.00010
154.800	 0.09733	 0.10730	 0.08735	 0.73013	 0.80496	 0.65529	 0.10250	-0.99473	-0.00007
158.400	 0.09955	 0.10699	 0.09211	 0.74681	 0.80263	 0.69099	 0.07474	-0.99720	-0.00005
162.000	 0.10149	 0.10673	 0.09626	 0.76139	 0.80065	 0.72213	 0.05156	-0.99867	-0.00004
165.600	 0.10313	 0.10651	 0.09974	 0.77363	 0.79902	 0.74824	 0.03282	-0.99946	-0.00002
169.200	 0.10442	 0.10634	 0.10250	 0.78335	 0.79774	 0.76895	 0.01838	-0.99983	-0.00001
172.800	 0.10536	 0.10622	 0.10450	 0.79040	 0.79683	 0.78396	 0.00814	-0.99997	-0.00001
176.400	 0.10593	 0.10615	 0.10571	 0.79467	 0.79628	 0.79305	 0.00203	-1.00000	-0.00000
180.000	 0.10612	 0.10612	 0.10612	 0.79610	 0.79610	 0.79610	 0.00000	-1.00000	-0.00000
