# Mie Scattering                # Version 2-3-5 (04:24:01 12/17/16)
# Oregon Medical Laser Center   # http://omlc.org
# by Scott Prahl                # scott.prahl@oit.edu
#
# radius     	  0.05000	 [microns]     (sphere radius)
# n_medium   	  1.00000	 [---]         (refractive index of medium)
# n_real     	  1.68350	 [---]         (refractive index of sphere)
# n_imag     	 -0.30050	 [---]         (absorption of sphere)
# lambda_vac 	  0.76500	 [microns]     (wavelength in vacuum)
# density    	  0.10000	 [#/micron^3]  (spheres per cubic micron)
#
# lambda     	  0.76500	 [microns]     (wavelength in medium)
# X          	  0.41067	 [---]         (size parameter)
# g          	 0.035739	 [---]         (average cosine of phase function)
# Qsca       	 0.013399	 [---]         (scattering efficiency)
# Qext       	  0.25025	 [---]         (extinction efficiency)
# Qback      	 0.018447	 [---]         (backscattering efficiency)
# Csca       	0.00010524	 [micron^2]    (scattering cross section)
# Cext       	0.0019655	 [micron^2]    (extinction cross section)
# Cback      	0.00014488	 [micron^2]    (backscattering cross section)
# mu_s       	 0.010524	 [1/mm]        (scattering coefficient)
# mu_s'      	 0.010147	 [1/mm]        (reduced scattering coefficient)
# mu_t       	  0.19655	 [1/mm]        (total attenuation coefficient)
#
#   The second column is normalized so that the integral of it over 
#   4*pi steradians will be unity.  The average of the 3rd & 4th
#   columns is the second.  The next three columns are normalized
#   to the value at 0 degrees. 
#
#       natural      = (|S1|^2+|S2|^2)/(pi X^2 Qsca)
#       perpen       = |S1|^2/(pi X^2 Qsca)
#       parallel     = |S2|^2/(pi X^2 Qsca)
#       polarization = (|S1|^2-|S2|^2)/(|S1|^2+|S2|^2)
#       S33          =  Real(S2 * S1^*)
#       S34          = -Imag(S2 * S1^*)
#
##theta	 natural 	 perpen 	 parallel	 natural 	 perpen 	 parallel	 polarization 	   S33   	   S34
-122.400	 0.07284	 0.11395	 0.03172	 0.56231	 0.87972	 0.24490	 0.56447	-0.82543	 0.00687
-118.800	 0.07004	 0.11448	 0.02560	 0.54070	 0.88374	 0.19766	 0.63443	-0.77294	 0.00772
-115.200	 0.06748	 0.11502	 0.01994	 0.52094	 0.88792	 0.15395	 0.70447	-0.70968	 0.00857
-111.600	 0.06520	 0.11558	 0.01483	 0.50338	 0.89225	 0.11450	 0.77253	-0.63491	 0.00939
-108.000	 0.06326	 0.11615	 0.01036	 0.48835	 0.89670	 0.08000	 0.83618	-0.54836	 0.01015
-104.400	 0.06168	 0.11674	 0.00661	 0.47616	 0.90126	 0.05106	 0.89277	-0.45038	 0.01083
-100.800	 0.06050	 0.11735	 0.00365	 0.46706	 0.90591	 0.02820	 0.93962	-0.34204	 0.01139
-97.200	 0.05975	 0.11796	 0.00154	 0.46127	 0.91065	 0.01189	 0.97423	-0.22524	 0.01181
-93.600	 0.05945	 0.11858	 0.00032	 0.45894	 0.91543	 0.00245	 0.99465	-0.10259	 0.01204
-90.000	 0.05961	 0.11921	 0.00002	 0.46021	 0.92026	 0.00015	 0.99967	 0.02277	 0.01210
-86.400	 0.06025	 0.11983	 0.00066	 0.46511	 0.92511	 0.00512	 0.98900	 0.14742	 0.01196
-82.800	 0.06136	 0.12046	 0.00225	 0.47366	 0.92996	 0.01736	 0.96334	 0.26801	 0.01164
-79.200	 0.06293	 0.12109	 0.00477	 0.48580	 0.93479	 0.03680	 0.92425	 0.38162	 0.01116
-75.600	 0.06495	 0.12171	 0.00819	 0.50140	 0.93959	 0.06321	 0.87393	 0.48593	 0.01054
-72.000	 0.06740	 0.12232	 0.01247	 0.52030	 0.94433	 0.09627	 0.81497	 0.57942	 0.00983
-68.400	 0.07024	 0.12293	 0.01756	 0.54226	 0.94899	 0.13554	 0.75005	 0.66132	 0.00904
-64.800	 0.07345	 0.12352	 0.02338	 0.56701	 0.95355	 0.18047	 0.68172	 0.73157	 0.00821
-61.200	 0.07697	 0.12409	 0.02985	 0.59421	 0.95800	 0.23041	 0.61223	 0.79064	 0.00737
-57.600	 0.08076	 0.12465	 0.03687	 0.62348	 0.96232	 0.28464	 0.54347	 0.83941	 0.00653
-54.000	 0.08477	 0.12519	 0.04434	 0.65440	 0.96647	 0.34233	 0.47688	 0.87895	 0.00573
-50.400	 0.08893	 0.12571	 0.05215	 0.68653	 0.97046	 0.40261	 0.41357	 0.91046	 0.00497
-46.800	 0.09319	 0.12620	 0.06017	 0.71940	 0.97426	 0.46453	 0.35427	 0.93513	 0.00425
-43.200	 0.09747	 0.12667	 0.06828	 0.75250	 0.97785	 0.52714	 0.29948	 0.95410	 0.00359
-39.600	 0.10173	 0.12710	 0.07635	 0.78533	 0.98122	 0.58944	 0.24944	 0.96839	 0.00299
-36.000	 0.10588	 0.12751	 0.08425	 0.81739	 0.98435	 0.65044	 0.20426	 0.97891	 0.00245
-32.400	 0.10987	 0.12788	 0.09186	 0.84819	 0.98723	 0.70914	 0.16393	 0.98647	 0.00196
-28.800	 0.11363	 0.12822	 0.09904	 0.87723	 0.98984	 0.76461	 0.12837	 0.99172	 0.00154
-25.200	 0.11711	 0.12852	 0.10569	 0.90406	 0.99218	 0.81594	 0.09747	 0.99524	 0.00117
-21.600	 0.12024	 0.12879	 0.11170	 0.92825	 0.99422	 0.86229	 0.07107	 0.99747	 0.00085
-18.000	 0.12298	 0.12901	 0.11695	 0.94943	 0.99597	 0.90288	 0.04902	 0.99880	 0.00059
-14.400	 0.12529	 0.12920	 0.12138	 0.96723	 0.99741	 0.93706	 0.03120	 0.99951	 0.00037
-10.800	 0.12712	 0.12935	 0.12490	 0.98139	 0.99854	 0.96425	 0.01747	 0.99985	 0.00021
-7.200	 0.12846	 0.12945	 0.12746	 0.99167	 0.99935	 0.98400	 0.00774	 0.99997	 0.00009
-3.600	 0.12926	 0.12951	 0.12901	 0.99791	 0.99984	 0.99598	 0.00193	 1.00000	 0.00002
 0.000	 0.12953	 0.12953	 0.12953	 1.00000	 1.00000	 1.00000	 0.00000	 1.00000	-0.00000
 3.600	 0.12926	 0.12951	 0.12901	 0.99791	 0.99984	 0.99598	 0.00193	 1.00000	 0.00002
 7.200	 0.12846	 0.12945	 0.12746	 0.99167	 0.99935	 0.98400	 0.00774	 0.99997	 0.00009
10.800	 0.12712	 0.12935	 0.12490	 0.98139	 0.99854	 0.96425	 0.01747	 0.99985	 0.00021
14.400	 0.12529	 0.12920	 0.12138	 0.96723	 0.99741	 0.93706	 0.03120	 0.99951	 0.00037
18.000	 0.12298	 0.12901	 0.11695	 0.94943	 0.99597	 0.90288	 0.04902	 0.99880	 0.00059
21.600	 0.12024	 0.12879	 0.11170	 0.92825	 0.99422	 0.86229	 0.07107	 0.99747	 0.00085
25.200	 0.11711	 0.12852	 0.10569	 0.90406	 0.99218	 0.81594	 0.09747	 0.99524	 0.00117
28.800	 0.11363	 0.12822	 0.09904	 0.87723	 0.98984	 0.76461	 0.12837	 0.99172	 0.00154
32.400	 0.10987	 0.12788	 0.09186	 0.84819	 0.98723	 0.70914	 0.16393	 0.98647	 0.00196
36.000	 0.10588	 0.12751	 0.08425	 0.81739	 0.98435	 0.65044	 0.20426	 0.97891	 0.00245
39.600	 0.10173	 0.12710	 0.07635	 0.78533	 0.98122	 0.58944	 0.24944	 0.96839	 0.00299
43.200	 0.09747	 0.12667	 0.06828	 0.75250	 0.97785	 0.52714	 0.29948	 0.95410	 0.00359
46.800	 0.09319	 0.12620	 0.06017	 0.71940	 0.97426	 0.46453	 0.35427	 0.93513	 0.00425
50.400	 0.08893	 0.12571	 0.05215	 0.68653	 0.97046	 0.40261	 0.41357	 0.91046	 0.00497
54.000	 0.08477	 0.12519	 0.04434	 0.65440	 0.96647	 0.34233	 0.47688	 0.87895	 0.00573
57.600	 0.08076	 0.12465	 0.03687	 0.62348	 0.96232	 0.28464	 0.54347	 0.83941	 0.00653
61.200	 0.07697	 0.12409	 0.02985	 0.59421	 0.95800	 0.23041	 0.61223	 0.79064	 0.00737
64.800	 0.07345	 0.12352	 0.02338	 0.56701	 0.95355	 0.18047	 0.68172	 0.73157	 0.00821
68.400	 0.07024	 0.12293	 0.01756	 0.54226	 0.94899	 0.13554	 0.75005	 0.66132	 0.00904
72.000	 0.06740	 0.12232	 0.01247	 0.52030	 0.94433	 0.09627	 0.81497	 0.57942	 0.00983
75.600	 0.06495	 0.12171	 0.00819	 0.50140	 0.93959	 0.06321	 0.87393	 0.48593	 0.01054
79.200	 0.06293	 0.12109	 0.00477	 0.48580	 0.93479	 0.03680	 0.92425	 0.38162	 0.01116
82.800	 0.06136	 0.12046	 0.00225	 0.47366	 0.92996	 0.01736	 0.96334	 0.26801	 0.01164
86.400	 0.06025	 0.11983	 0.00066	 0.46511	 0.92511	 0.00512	 0.98900	 0.14742	 0.01196
90.000	 0.05961	 0.11921	 0.00002	 0.46021	 0.92026	 0.00015	 0.99967	 0.02277	 0.01210
93.600	 0.05945	 0.11858	 0.00032	 0.45894	 0.91543	 0.00245	 0.99465	-0.10259	 0.01204
97.200	 0.05975	 0.11796	 0.00154	 0.46127	 0.91065	 0.01189	 0.97423	-0.22524	 0.01181
100.800	 0.06050	 0.11735	 0.00365	 0.46706	 0.90591	 0.02820	 0.93962	-0.34204	 0.01139
104.400	 0.06168	 0.11674	 0.00661	 0.47616	 0.90126	 0.05106	 0.89277	-0.45038	 0.01083
108.000	 0.06326	 0.11615	 0.01036	 0.48835	 0.89670	 0.08000	 0.83618	-0.54836	 0.01015
111.600	 0.06520	 0.11558	 0.01483	 0.50338	 0.89225	 0.11450	 0.77253	-0.63491	 0.00939
115.200	 0.06748	 0.11502	 0.01994	 0.52094	 0.88792	 0.15395	 0.70447	-0.70968	 0.00857
118.800	 0.07004	 0.11448	 0.02560	 0.54070	 0.88374	 0.19766	 0.63443	-0.77294	 0.00772
122.400	 0.07284	 0.11395	 0.03172	 0.56231	 0.87972	 0.24490	 0.56447	-0.82543	 0.00687
126.000	 0.07583	 0.11345	 0.03820	 0.58538	 0.87587	 0.29489	 0.49624	-0.86816	 0.00605
129.600	 0.07895	 0.11298	 0.04492	 0.60950	 0.87220	 0.34681	 0.43100	-0.90234	 0.00525
133.200	 0.08216	 0.11253	 0.05179	 0.63427	 0.86873	 0.39982	 0.36964	-0.92916	 0.00451
136.800	 0.08540	 0.11211	 0.05869	 0.65928	 0.86547	 0.45309	 0.31275	-0.94983	 0.00382
140.400	 0.08861	 0.11171	 0.06552	 0.68410	 0.86243	 0.50578	 0.26067	-0.96542	 0.00318
144.000	 0.09175	 0.11135	 0.07216	 0.70834	 0.85961	 0.55707	 0.21356	-0.97693	 0.00261
147.600	 0.09477	 0.11102	 0.07852	 0.73160	 0.85704	 0.60616	 0.17146	-0.98519	 0.00210
151.200	 0.09761	 0.11072	 0.08450	 0.75352	 0.85472	 0.65232	 0.13430	-0.99094	 0.00164
154.800	 0.10023	 0.11045	 0.09000	 0.77374	 0.85265	 0.69483	 0.10199	-0.99478	 0.00125
158.400	 0.10258	 0.11021	 0.09496	 0.79195	 0.85085	 0.73305	 0.07437	-0.99723	 0.00091
162.000	 0.10465	 0.11001	 0.09928	 0.80786	 0.84931	 0.76641	 0.05131	-0.99868	 0.00063
165.600	 0.10638	 0.10985	 0.10290	 0.82123	 0.84805	 0.79441	 0.03265	-0.99947	 0.00040
169.200	 0.10775	 0.10972	 0.10578	 0.83185	 0.84706	 0.81664	 0.01829	-0.99983	 0.00022
172.800	 0.10875	 0.10963	 0.10787	 0.83955	 0.84635	 0.83275	 0.00810	-0.99997	 0.00010
176.400	 0.10936	 0.10958	 0.10913	 0.84422	 0.84592	 0.84251	 0.00202	-1.00000	 0.00002
180.000	 0.10956	 0.10956	 0.10956	 0.84578	 0.84578	 0.84578	 0.00000	-1.00000	-0.00000

